time,dispx,force2x,nor_forc,nor_forc_z,strain_zx_interface,stres_xx_interface,stres_yy_interface,stres_zz_interface,stress_zx_interface,tang_forc_x
0,9.7599828239789e-07,0,198.74390004653,-198.74389995126,1.6335089599226e-15,-0.7862956338864,-0.78632430875544,-5.4833281484703,5.227228643761e-09,0.00027746348688357
0.005,9.7599828239789e-07,0.5,198.74390004784,-198.74389995256,1.6335089599226e-15,-0.7862956338864,-0.78632430875544,-5.4833281484703,5.227228643761e-09,0.00027746367456294
0.01,9.7599828239789e-07,1,198.74390004881,-198.74389995354,1.6335089599226e-15,-0.7862956338864,-0.78632430875544,-5.4833281484703,5.227228643761e-09,0.00027746342574531
0.015,9.7599828239789e-07,1.5,198.74390004692,-198.74389995165,1.6335089599226e-15,-0.7862956338864,-0.78632430875544,-5.4833281484703,5.227228643761e-09,0.00027746358273883
0.02,1.0538826273624e-05,2,198.74839698751,-198.74839689219,1.4794211742412e-08,-0.78644170181319,-0.7864367900626,-5.4835401831168,0.04734147757572,1.9526353444435
0.025,1.0538826273624e-05,2.5,198.74839698585,-198.74839689053,1.4794211742412e-08,-0.78644170181319,-0.7864367900626,-5.4835401831168,0.04734147757572,1.9526353444415
0.03,1.0538826273624e-05,3,198.74839698624,-198.74839689092,1.4794211742412e-08,-0.78644170181319,-0.7864367900626,-5.4835401831168,0.04734147757572,1.9526353446148
0.035,1.0538826273624e-05,3.5,198.74839698572,-198.7483968904,1.4794211742412e-08,-0.78644170181319,-0.7864367900626,-5.4835401831168,0.04734147757572,1.9526353445659
0.04,1.0538826273624e-05,4,198.74839698507,-198.74839688975,1.4794211742412e-08,-0.78644170181319,-0.7864367900626,-5.4835401831168,0.04734147757572,1.9526353443864
0.045,2.6113355656079e-05,4.5,198.7482945522,-198.74829445662,3.7900138760311e-08,-0.78643185430725,-0.7864618187621,-5.4835480234425,0.12128044403299,4.94394505498
0.05,2.6113355656079e-05,5,198.74829457532,-198.74829447974,3.7900138760311e-08,-0.78643185430725,-0.7864618187621,-5.4835480234425,0.12128044403299,4.9439450550065
0.055,2.6113355656079e-05,5.5,198.74829457278,-198.74829447719,3.7900138760311e-08,-0.78643185430725,-0.7864618187621,-5.4835480234425,0.12128044403299,4.9439450549535
0.06,2.6113355656079e-05,6,198.74829457317,-198.74829447759,3.7900138760311e-08,-0.78643185430725,-0.7864618187621,-5.4835480234425,0.12128044403299,4.9439450550697
0.065,2.6113355656079e-05,6.5,198.74829457265,-198.74829447706,3.7900138760311e-08,-0.78643185430725,-0.7864618187621,-5.4835480234425,0.12128044403299,4.9439450549575
0.07,2.6113355656079e-05,7,198.7482945731,-198.74829447752,3.7900138760311e-08,-0.78643185430725,-0.7864618187621,-5.4835480234425,0.12128044403299,4.9439450550881
0.075,3.8166329618524e-05,7.5,198.74872748105,-198.74872738511,5.7230797125871e-08,-0.78636919668561,-0.78639414849229,-5.483513276813,0.18313855080279,7.5320382301159
0.08,3.8166329618524e-05,8,198.74872749645,-198.7487274005,5.7230797125871e-08,-0.78636919668561,-0.78639414849229,-5.483513276813,0.18313855080279,7.5320382301811
0.085,3.8166329618524e-05,8.5,198.7487274973,-198.74872740135,5.7230797125871e-08,-0.78636919668561,-0.78639414849229,-5.483513276813,0.18313855080279,7.5320382299201
0.09,3.8166329618524e-05,9,198.7487274986,-198.74872740266,5.7230797125871e-08,-0.78636919668561,-0.78639414849229,-5.483513276813,0.18313855080279,7.5320382300751
0.095,3.8166329618524e-05,9.5,198.74872749671,-198.74872740076,5.7230797125871e-08,-0.78636919668561,-0.78639414849229,-5.483513276813,0.18313855080279,7.5320382300913
0.1,5.5487989137153e-05,10,198.74734060032,-198.74734050359,8.245927050204e-08,-0.78645572556972,-0.78649069857515,-5.4835948865639,0.26386966560653,10.77539852832
0.105,5.5487989137153e-05,10.5,198.74734065405,-198.74734055732,8.245927050204e-08,-0.78645572556972,-0.78649069857515,-5.4835948865639,0.26386966560653,10.775398528157
0.11,5.5487989137153e-05,11,198.74734065255,-198.74734055582,8.245927050204e-08,-0.78645572556972,-0.78649069857515,-5.4835948865639,0.26386966560653,10.775398528436
0.115,5.5487989137153e-05,11.5,198.74734065522,-198.74734055849,8.245927050204e-08,-0.78645572556972,-0.78649069857515,-5.4835948865639,0.26386966560653,10.775398528218
0.12,5.5487989137153e-05,12,198.74734065457,-198.74734055784,8.245927050204e-08,-0.78645572556972,-0.78649069857515,-5.4835948865639,0.26386966560653,10.775398528375
0.125,5.5487989137153e-05,12.5,198.74734065379,-198.74734055706,8.245927050204e-08,-0.78645572556972,-0.78649069857515,-5.4835948865639,0.26386966560653,10.775398528202
0.13,7.0089161799288e-05,13,198.74806054623,-198.74806044862,1.0504916109175e-07,-0.78638894151402,-0.78643944584996,-5.4835388167112,0.33615731549359,13.752555105736
0.135,7.0089161799288e-05,13.5,198.74806059278,-198.74806049516,1.0504916109175e-07,-0.78638894151402,-0.78643944584996,-5.4835388167112,0.33615731549359,13.752555106097
0.14,7.0089161799288e-05,14,198.74806059278,-198.74806049516,1.0504916109175e-07,-0.78638894151402,-0.78643944584996,-5.4835388167112,0.33615731549359,13.752555106014
0.145,7.0089161799288e-05,14.5,198.74806059095,-198.74806049334,1.0504916109175e-07,-0.78638894151402,-0.78643944584996,-5.4835388167112,0.33615731549359,13.752555106024
0.15,7.0089161799288e-05,15,198.74806059167,-198.74806049405,1.0504916109175e-07,-0.78638894151402,-0.78643944584996,-5.4835388167112,0.33615731549359,13.752555105948
0.155,7.0089161799288e-05,15.5,198.7480605933,-198.74806049569,1.0504916109175e-07,-0.78638894151402,-0.78643944584996,-5.4835388167112,0.33615731549359,13.752555105963
0.16,7.9161839400454e-05,16,198.74796531829,-198.74796522003,1.2060295775986e-07,-0.78634568359929,-0.78639560378176,-5.483484530214,0.38592946483154,15.890023065974
0.165,7.9161839400454e-05,16.5,198.74796531801,-198.74796521976,1.2060295775986e-07,-0.78634568359929,-0.78639560378176,-5.483484530214,0.38592946483154,15.890023065956
0.17,7.9161839400454e-05,17,198.74796531827,-198.74796522002,1.2060295775986e-07,-0.78634568359929,-0.78639560378176,-5.483484530214,0.38592946483154,15.890023065939
0.175,9.2189325277316e-05,17.5,198.74913461174,-198.74913451239,1.3902596262734e-07,-0.78643590672932,-0.78649532591805,-5.4836392901304,0.44488308040749,18.227952661979
0.18,9.2189325277316e-05,18,198.74913468741,-198.74913458806,1.3902596262734e-07,-0.78643590672932,-0.78649532591805,-5.4836392901304,0.44488308040749,18.227952661857
0.185,9.2189325277316e-05,18.5,198.74913468904,-198.74913458969,1.3902596262734e-07,-0.78643590672932,-0.78649532591805,-5.4836392901304,0.44488308040749,18.227952661865
0.19,9.2189325277316e-05,19,198.74913468813,-198.74913458878,1.3902596262734e-07,-0.78643590672932,-0.78649532591805,-5.4836392901304,0.44488308040749,18.227952661897
0.195,0.00010423160759993,19.5,198.74897712513,-198.74897702462,1.5704565601476e-07,-0.78640558541842,-0.78647867577559,-5.4835992707967,0.50254609924722,20.566188146948
0.2,9.3170680621289e-05,20,198.749353984,-198.7493538846,1.4359076667853e-07,-0.78642115404189,-0.78649597120762,-5.4836459623727,0.45949045337131,19.006550750967
0.205,0.00010733135814501,20.5,198.74750026618,-198.74750016536,1.6239881885544e-07,-0.78643026159588,-0.78648609589795,-5.4836393504236,0.51967622033741,21.299476972764
0.21,0.00010733135814501,21,198.74750040441,-198.74750030359,1.6239881885544e-07,-0.78643026159588,-0.78648609589795,-5.4836393504236,0.51967622033741,21.299476972964
0.215,0.00010733135814501,21.5,198.74750040526,-198.74750030444,1.6239881885544e-07,-0.78643026159588,-0.78648609589795,-5.4836393504236,0.51967622033741,21.299476972854
0.22,0.00010733135814501,22,198.74750040598,-198.74750030516,1.6239881885544e-07,-0.78643026159588,-0.78648609589795,-5.4836393504236,0.51967622033741,21.299476972909
0.225,0.00010733135814501,22.5,198.74750040467,-198.74750030386,1.6239881885544e-07,-0.78643026159588,-0.78648609589795,-5.4836393504236,0.51967622033741,21.299476972819
0.23,0.00011792246684967,23,198.74827008336,-198.7482699814,1.786189446917e-07,-0.78637332543732,-0.78645285053193,-5.4835595271471,0.57158062301345,23.46238726098
0.235,0.00011260724270971,23.5,198.74886153019,-198.74886142885,1.7346637100965e-07,-0.78638295916121,-0.78646500264337,-5.4835986471283,0.5550923872309,22.906282571342
0.24,0.00012411778319073,24,198.74780374359,-198.7478036409,1.8774925413568e-07,-0.78638839953904,-0.78644877800879,-5.483606572493,0.60079761323417,24.64413686736
0.245,0.00011745492715457,24.5,198.7482264812,-198.74822637932,1.8095376757536e-07,-0.78638120360793,-0.78647404894673,-5.4835948582657,0.57905205624115,23.894556674953
0.25,0.00012796166553888,25,198.74806105273,-198.74806094957,1.9401694122759e-07,-0.78635511912504,-0.78645895467973,-5.4835790985038,0.6208542119283,25.484557477217
0.255,0.00012796166553888,25.5,198.74806120318,-198.74806110002,1.9401694122759e-07,-0.78635511912504,-0.78645895467973,-5.4835790985038,0.6208542119283,25.484557476987
0.26,0.00012796166553888,26,198.74806120148,-198.74806109832,1.9401694122759e-07,-0.78635511912504,-0.78645895467973,-5.4835790985038,0.6208542119283,25.484557477217
0.265,0.00012796166553888,26.5,198.74806120213,-198.74806109897,1.9401694122759e-07,-0.78635511912504,-0.78645895467973,-5.4835790985038,0.6208542119283,25.484557477101
0.27,0.00012796166553888,27,198.74806120194,-198.74806109878,1.9401694122759e-07,-0.78635511912504,-0.78645895467973,-5.4835790985038,0.6208542119283,25.484557477069
0.275,0.00013863920419632,27.5,198.74875007537,-198.74874997086,2.1151183379735e-07,-0.78635854962671,-0.78645729281982,-5.4835751480232,0.67683786815151,27.823143705298
0.28,0.00013681220407604,28,198.74833242152,-198.74833231721,2.0958238401011e-07,-0.78635525804718,-0.78645281363522,-5.483566544297,0.67066362883235,27.621194539666
0.285,0.00014406635535306,28.5,198.74928299865,-198.74928289341,2.1964531062257e-07,-0.78641786322165,-0.78652517019324,-5.4836483312279,0.70286499399224,28.887160250168
0.29,0.0001419084732199,29,198.74814698705,-198.74814688204,2.1742939762024e-07,-0.78635995025766,-0.78646126750934,-5.4835772168058,0.69577407238476,28.651565120739
0.295,0.00014820656074318,29.5,198.74855985106,-198.74855974522,2.2622553256462e-07,-0.78638770075557,-0.78648710619197,-5.4835998212482,0.7239217042068,29.765118023139
0.3,0.00014816928344632,30,198.74835914669,-198.7483590408,2.2667702726282e-07,-0.78635267636419,-0.78645643704321,-5.4835734478926,0.72536648724101,29.851227856451
0.305,0.00014816928344632,30.5,198.74835916671,-198.74835906082,2.2667702726282e-07,-0.78635267636419,-0.78645643704321,-5.4835734478926,0.72536648724101,29.851227856465
0.31,0.00014816928344632,31,198.74835916684,-198.74835906095,2.2667702726282e-07,-0.78635267636419,-0.78645643704321,-5.4835734478926,0.72536648724101,29.851227856284
0.315,0.00014816928344632,31.5,198.74835916573,-198.74835905985,2.2667702726282e-07,-0.78635267636419,-0.78645643704321,-5.4835734478926,0.72536648724101,29.851227856423
0.32,0.00016077593029586,32,198.74859332064,-198.74859321288,2.4522643227423e-07,-0.78639066063503,-0.78650856496247,-5.4836051766986,0.78472458327755,32.254752920438
0.325,0.00016077593029586,32.5,198.74859341958,-198.74859331182,2.4522643227423e-07,-0.78639066063503,-0.78650856496247,-5.4836051766986,0.78472458327755,32.254752920383
0.33,0.00016077593029586,33,198.74859341847,-198.74859331071,2.4522643227423e-07,-0.78639066063503,-0.78650856496247,-5.4836051766986,0.78472458327755,32.254752920748
0.335,0.00016077593029586,33.5,198.74859341755,-198.74859330979,2.4522643227423e-07,-0.78639066063503,-0.78650856496247,-5.4836051766986,0.78472458327755,32.254752920411
0.34,0.00016077593029586,34,198.74859341879,-198.74859331103,2.4522643227423e-07,-0.78639066063503,-0.78650856496247,-5.4836051766986,0.78472458327755,32.254752920411
0.345,0.00016932396651653,34.5,198.74811985659,-198.74811974745,2.5991519526611e-07,-0.78633168216532,-0.78646358369238,-5.4835674201747,0.83172862485156,34.2461923631
0.35,0.00017589886653571,35,198.74887125753,-198.74887114733,2.6833415589287e-07,-0.78635111199854,-0.78646591702976,-5.4835904775732,0.85866929885718,35.297290555071
0.355,0.00017401317260004,35.5,198.74798079152,-198.74798068159,2.6716365071373e-07,-0.78633008543081,-0.78645590885273,-5.4835738032124,0.85492368228392,35.202855964663
0.36,0.00018048121526144,36,198.74871121991,-198.74871110891,2.7556188596868e-07,-0.7863450181012,-0.78646203983955,-5.4835894543179,0.88179803509976,36.254384691196
0.365,0.00017985076379125,36.5,198.74831814175,-198.74831803082,2.7578521360206e-07,-0.78632741215199,-0.7864588536359,-5.4835797772693,0.88251268352661,36.325307292215
0.37,0.00017985076379125,37,198.74831811084,-198.74831799991,2.7578521360206e-07,-0.78632741215199,-0.7864588536359,-5.4835797772693,0.88251268352661,36.325307292353
0.375,0.00017985076379125,37.5,198.74831811208,-198.74831800115,2.7578521360206e-07,-0.78632741215199,-0.7864588536359,-5.4835797772693,0.88251268352661,36.32530729238
0.38,0.00017985076379125,38,198.74831811156,-198.74831800063,2.7578521360206e-07,-0.78632741215199,-0.7864588536359,-5.4835797772693,0.88251268352661,36.325307292245
0.385,0.00019175852177916,38.5,198.74891444668,-198.74891433362,2.9325995100791e-07,-0.78637431826047,-0.78650830494473,-5.4836256416799,0.9384318432253,38.596981371158
0.39,0.00019175852177916,39,198.74891455891,-198.74891444585,2.9325995100791e-07,-0.78637431826047,-0.78650830494473,-5.4836256416799,0.9384318432253,38.596981371408
0.395,0.00019175852177916,39.5,198.74891455761,-198.74891444454,2.9325995100791e-07,-0.78637431826047,-0.78650830494473,-5.4836256416799,0.9384318432253,38.596981371504
0.4,0.00019795168540603,40,198.74756699803,-198.74756688378,3.0362615524665e-07,-0.78630246827919,-0.7864399926742,-5.4835327188506,0.9716036967893,39.979755389738
0.405,0.00020137396494486,40.5,198.74921944545,-198.74921933058,3.0788966179704e-07,-0.78635212216055,-0.78649762952732,-5.4836279357808,0.98524691775053,40.52895674253
0.41,0.00020278994271459,41,198.74797140002,-198.74797128481,3.1117472925623e-07,-0.78630147958279,-0.78644470078408,-5.4835637572456,0.99575913361995,40.974867919422
0.415,0.00020623466223716,41.5,198.74873667566,-198.74873655981,3.1535144237132e-07,-0.78633042699266,-0.78648060816171,-5.483610127804,1.0091246155882,41.511966977679
0.42,0.00020796035067947,42,198.74825165598,-198.74825153975,3.1907365567185e-07,-0.78630438819169,-0.78645490240849,-5.4835755744339,1.0210356981499,42.012290908512
0.425,0.00021080655831231,42.5,198.74763419447,-198.74763407769,3.2251488761955e-07,-0.78632152689524,-0.78646887973092,-5.4835994317505,1.0320476403826,42.459022295755
0.43,0.00021080655831231,43,198.74763424302,-198.74763412624,3.2251488761955e-07,-0.78632152689524,-0.78646887973092,-5.4835994317505,1.0320476403826,42.459022295583
0.435,0.00021080655831231,43.5,198.74763424256,-198.74763412578,3.2251488761955e-07,-0.78632152689524,-0.78646887973092,-5.4835994317505,1.0320476403826,42.459022295677
0.44,0.00021080655831231,44,198.7476342438,-198.74763412702,3.2251488761955e-07,-0.78632152689524,-0.78646887973092,-5.4835994317505,1.0320476403826,42.459022295683
0.445,0.00021917816679304,44.5,198.74678341871,-198.74678330015,3.3591654910809e-07,-0.78629789509447,-0.78645189719431,-5.4835486534777,1.0749329571459,44.242508323513
0.45,0.00021917816679304,45,198.74678349006,-198.74678337149,3.3591654910809e-07,-0.78629789509447,-0.78645189719431,-5.4835486534777,1.0749329571459,44.242508323503
0.455,0.00021917816679304,45.5,198.74678348823,-198.74678336966,3.3591654910809e-07,-0.78629789509447,-0.78645189719431,-5.4835486534777,1.0749329571459,44.242508323579
0.46,0.00023152702531041,46,198.75011057129,-198.75011045006,3.5412132674709e-07,-0.78644529695914,-0.78659918037583,-5.4837104689576,1.1331882455907,46.574616330719
0.465,0.00022706331824208,46.5,198.7463788581,-198.7463787378,3.486476706656e-07,-0.78629312194911,-0.78645567802535,-5.4835789134953,1.1156725461299,45.94652613101
0.47,0.00023573911091358,47,198.74970027089,-198.74970014872,3.6081188922925e-07,-0.78636709561365,-0.78651644315162,-5.4836671465285,1.1545980455336,47.467435650534
0.475,0.00023355225897803,47.5,198.74767391454,-198.74767379277,3.5816843783146e-07,-0.78629195637896,-0.78646136342664,-5.4835795495982,1.1461390010607,47.175821477461
0.48,0.00023848819590082,48,198.74767701848,-198.74767689568,3.6570786606076e-07,-0.78631694009214,-0.78647295006114,-5.4835801087545,1.1702651713944,48.145364345964
0.485,0.00023848819590082,48.5,198.74767701575,-198.74767689294,3.6570786606076e-07,-0.78631694009214,-0.78647295006114,-5.4835801087545,1.1702651713944,48.145364345824
0.49,0.00023848819590082,49,198.74767701451,-198.7476768917,3.6570786606076e-07,-0.78631694009214,-0.78647295006114,-5.4835801087545,1.1702651713944,48.14536434597
0.495,0.00023848819590082,49.5,198.74767701653,-198.74767689373,3.6570786606076e-07,-0.78631694009214,-0.78647295006114,-5.4835801087545,1.1702651713944,48.145364345707
0.5,0.00023848819590082,50,198.74767701607,-198.74767689327,3.6570786606076e-07,-0.78631694009214,-0.78647295006114,-5.4835801087545,1.1702651713944,48.145364345993
0.505,0.0002559569580814,50.5,198.75253159428,-198.75253146716,3.9033600727819e-07,-0.78639533534926,-0.78658251672977,-5.4837674893098,1.2490752232902,51.296382513806
0.51,0.00024695868495346,51,198.74319770904,-198.74319758423,3.8069558097446e-07,-0.78624293409843,-0.78642451500133,-5.4835469920006,1.2182258591183,50.212904285878
0.515,0.00026006736119491,51.5,198.75194667757,-198.75194654944,3.9687860869284e-07,-0.78643501886338,-0.78660915137124,-5.4838312457065,1.2700115478171,52.172354933926
0.52,0.00025408815792639,52,198.74481050245,-198.74481037587,3.9102195637288e-07,-0.7862687168046,-0.78644626008725,-5.4835678840568,1.2512702603932,51.536994215874
0.525,0.00026171534475082,52.5,198.749521162,-198.74952103348,4.0040708388099e-07,-0.78633185713329,-0.78652323687292,-5.4836747638062,1.2813026684192,52.688959455605
0.53,0.00026171534475082,53,198.74952138671,-198.74952125819,4.0040708388099e-07,-0.78633185713329,-0.78652323687292,-5.4836747638062,1.2813026684192,52.688959455711
0.535,0.00026171534475082,53.5,198.74952138749,-198.74952125897,4.0040708388099e-07,-0.78633185713329,-0.78652323687292,-5.4836747638062,1.2813026684192,52.688959455707
0.54,0.0002718830464469,54,198.75185161836,-198.75185148714,4.1599202182423e-07,-0.78633001136527,-0.78652570802214,-5.4836654962126,1.3311744698375,54.699615006724
0.545,0.0002718830464469,54.5,198.75185173363,-198.75185160242,4.1599202182423e-07,-0.78633001136527,-0.78652570802214,-5.4836654962126,1.3311744698375,54.699615006496
0.55,0.0002718830464469,55,198.75185173474,-198.75185160353,4.1599202182423e-07,-0.78633001136527,-0.78652570802214,-5.4836654962126,1.3311744698375,54.699615006408
0.555,0.00026624474476719,55.5,198.74011409472,-198.74011396513,4.1056927229167e-07,-0.78613280058605,-0.78632263514941,-5.4833989163485,1.3138216713333,54.188348440524
0.56,0.00028641329849496,56,198.75259448015,-198.75259434494,4.3687104820313e-07,-0.78648258483673,-0.78672691801293,-5.4839443566581,1.39798735425,57.375370260395
0.565,0.00027146023358156,56.5,198.74189159525,-198.74189146429,4.1853657974532e-07,-0.78616500390121,-0.78638072396252,-5.4835038584255,1.339317055185,55.233181524606
0.57,0.00028885062057788,57,198.75450411392,-198.75450397805,4.413523134884e-07,-0.78629320998764,-0.78646859062911,-5.4836484105448,1.4123274031629,58.00407812951
0.575,0.00028079353436709,57.5,198.74652988101,-198.7465297475,4.3159618114448e-07,-0.78625667585476,-0.78644499689655,-5.4835999367001,1.3811077796623,56.884004708652
0.58,0.00028079353436709,58,198.746529607,-198.74652947349,4.3159618114448e-07,-0.78625667585476,-0.78644499689655,-5.4835999367001,1.3811077796623,56.884004708779
0.585,0.00029115152004338,58.5,198.75281343908,-198.75281330262,4.459155017775e-07,-0.78639382159116,-0.7865919741668,-5.4837909199827,1.426929605688,58.684892215013
0.59,0.00028856835324688,59,198.74125775364,-198.74125761794,4.4394998119078e-07,-0.78614414555354,-0.78635399394634,-5.4834496149494,1.4206399398105,58.504020949817
0.595,0.00029984484289058,59.5,198.75601156338,-198.75601142438,4.5818602166061e-07,-0.78641785602293,-0.78661575399009,-5.4838309618964,1.4661952693139,60.195741461818
0.6,0.00029090912640137,60,198.74030963705,-198.74030950073,4.4826017670639e-07,-0.7846801905401,-0.78727432035493,-5.4834151085215,1.4344325654604,59.04250414515
0.605,0.00030595555310861,60.5,198.75526407863,-198.75526393781,4.6725832205996e-07,-0.78912342988962,-0.78476403415698,-5.4837536634627,1.4952266305919,61.321316743673
0.61,0.00029637831545559,61,198.74374449318,-198.74374435532,4.5636034455883e-07,-0.79444175035839,-0.7819700013599,-5.483507631797,1.4603531025883,60.17276213091
0.615,0.00030893819589918,61.5,198.74960578231,-198.74960564062,4.7245172504064e-07,-0.79460051701398,-0.78214204921996,-5.4837410804135,1.5118455201301,62.040424297747
0.62,0.00030893819589918,62,198.74960616513,-198.74960602344,4.7245172504064e-07,-0.79460051701398,-0.78214204921996,-5.4837410804135,1.5118455201301,62.040424230233
0.625,0.00030893819589918,62.5,198.74960616598,-198.74960602429,4.7245172504064e-07,-0.79460051701398,-0.78214204921996,-5.4837410804135,1.5118455201301,62.040424162676
0.63,0.00031300124745595,63,198.75628048997,-198.75628034717,4.7952092869383e-07,-0.8095632505107,-0.77727792002821,-5.4838314391166,1.5344669718202,63.121121949258
0.635,0.00031227225724047,63.5,198.73733225162,-198.73733210902,4.7954422119034e-07,-0.80877811257771,-0.77693407826357,-5.4833476907804,1.5345415078091,63.15964201515
0.64,0.00032086797718396,64,198.75913731276,-198.7591371676,4.9028944008874e-07,-0.83737542295359,-0.77413021264932,-5.4839123639881,1.568926208284,64.497515437644
0.645,0.0003156430079045,64.5,198.73778440885,-198.73778426532,4.8493218217432e-07,-0.83490065598664,-0.77347071347408,-5.4833398677641,1.5517829829578,63.868830419841
0.65,0.00032685781761637,65,198.7565381944,-198.75653804741,4.9884101262027e-07,-0.86066886801287,-0.77191490028006,-5.4838349290483,1.5962912403849,65.609720907539
0.655,0.00032117538281729,65.5,198.74203415843,-198.74203401327,4.9294665204505e-07,-0.86032032371165,-0.77179069391951,-5.4834728584398,1.5774292865442,64.95837802148
0.66,0.00033055184756029,66,198.75026771936,-198.75026757123,5.04705655723e-07,-0.87595559023325,-0.7704686300064,-5.4836884698281,1.6150580983136,66.401615963556
0.665,0.00033055184756029,66.5,198.7502673654,-198.75026721727,5.04705655723e-07,-0.87595559023325,-0.7704686300064,-5.4836884698281,1.6150580983136,66.40161580206
0.67,0.00033055184756029,67,198.75026736892,-198.75026722079,5.04705655723e-07,-0.87595559023325,-0.7704686300064,-5.4836884698281,1.6150580983136,66.401615640757
0.675,0.00033055184756029,67.5,198.75026736507,-198.75026721694,5.04705655723e-07,-0.87595559023325,-0.7704686300064,-5.4836884698281,1.6150580983136,66.401615479096
0.68,0.00033546999884025,68,198.73732452937,-198.73732437973,5.1344657721467e-07,-0.90081420467014,-0.76583427165851,-5.4833524722364,1.6430290470869,67.628823890813
0.685,0.00034437442858812,68.5,198.75909581839,-198.75909566598,5.2495941715762e-07,-0.9429281390998,-0.75876579321553,-5.4839281175251,1.6798701349044,69.063299338282
0.69,0.00033882726817213,69,198.7375616268,-198.7375614762,5.1845272827063e-07,-0.9430177658489,-0.75797135211496,-5.4833677617041,1.659048730466,68.31861162807
0.695,0.0003506957541545,69.5,198.75464973537,-198.75464958096,5.3380508226497e-07,-0.97874836099381,-0.75167973503281,-5.4838217361401,1.7081762632479,70.212291841658
0.7,0.00034442753550036,70,198.74576629562,-198.74576614327,5.2628976182358e-07,-0.97910645903912,-0.75109008462464,-5.4835746429427,1.6841272378355,69.346391624719
0.705,0.00035453491195312,70.5,198.74421893702,-198.74421878141,5.3971424391048e-07,-1.0063445683484,-0.74682206913375,-5.4835484743666,1.7270855805135,71.013125612923
0.71,0.00035209787675844,71,198.75647060049,-198.75647044562,5.3678714275389e-07,-1.0070582083897,-0.74672926726036,-5.4838596882589,1.7177188568125,70.692058486656
0.715,0.00035209787675844,71.5,198.75647053888,-198.75647038401,5.3678714275389e-07,-1.0070582083897,-0.74672926726036,-5.4838596882589,1.7177188568125,70.692058486554
0.72,0.00035209787675844,72,198.75647054038,-198.75647038551,5.3678714275389e-07,-1.0070582083897,-0.74672926726036,-5.4838596882589,1.7177188568125,70.692058486678
0.725,0.00035209787675844,72.5,198.7564705411,-198.75647038623,5.3678714275389e-07,-1.0070582083897,-0.74672926726036,-5.4838596882589,1.7177188568125,70.692058486535
0.73,0.00036881109643778,73,198.77658389703,-198.77658373674,5.5853781877769e-07,-1.1233203857442,-0.7353748321702,-5.4843967845158,1.7873210200886,73.46780691141
0.735,0.00036363144363974,73.5,198.71676768449,-198.71676752621,5.5404916756954e-07,-1.1219068986294,-0.73461555269413,-5.4828395875864,1.7729573362225,73.007063092883
0.74,0.00037416828562966,74,198.77578246558,-198.77578230356,5.6584585825738e-07,-1.1680100995419,-0.73153821859325,-5.4843705465934,1.8107067464236,74.436448970209
0.745,0.00037024119059625,74.5,198.72554854166,-198.72554838116,5.6318374640116e-07,-1.1665725501547,-0.73079345086618,-5.4830891040342,1.8021879884837,74.192147117527
0.75,0.00037743257570754,75,198.7593373937,-198.75933723066,5.7084334806734e-07,-1.1971572484854,-0.72879382313023,-5.4839547663013,1.8266987138155,75.125690177862
0.755,0.00037833119338695,75.5,198.74756879015,-198.74756862684,5.7409912221151e-07,-1.2104350669142,-0.7276524299178,-5.4836365066475,1.8371171910768,75.58908542991
0.76,0.00037833119338695,76,198.74756815154,-198.74756798823,5.7409912221151e-07,-1.2104350669142,-0.7276524299178,-5.4836365066475,1.8371171910768,75.589085097454
0.765,0.00037833119338695,76.5,198.74756814972,-198.74756798641,5.7409912221151e-07,-1.2104350669142,-0.7276524299178,-5.4836365066475,1.8371171910768,75.589084764721
0.77,0.00037833119338695,77,198.74756815148,-198.74756798817,5.7409912221151e-07,-1.2104350669142,-0.7276524299178,-5.4836365066475,1.8371171910768,75.589084431999
